content,sentiment
@sunshinebliss it was ok. Cute @ times.,happy
My mom and my little sister're gonna be back home soooooooooooooooooooooooooooooooon,angry
"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!",sad
in IT-lesson at school and eating salad,neutral
"@AmazingPhil yeah haha, may the 4th be with you",happy
"@ARustedSmile Oh, I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird!",surprise
@MrsSprousex mee too it's looks amazeeeeeee,happy
Watching an episode of Friends during the lunch break,happy
listening to those litle hyperbirdies terrorizing the world since 4.30! lets cook em,happy
Can't wait to go home to eat. Hope it's something good!,neutral
"@Malena_Ernman Hej Malena, lycka till Eurovision! The United Kingdom will be voting for you!",happy
"I feel so stupid for saying this, but.... I DON'T KNOW HOW TO TWITTER SOME ONE PLEASE HELP ME. Ppl please do not laugh, ok laugh but...",angry
@TessMorris oh such faith.......YOU&quot;LL SEE........i tell you........YOOOOUUUUU&quot;LLLL SSSSSSEEEEEEEE!,happy
"@Miki_is_Rad yeah it was shit D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  xxx &lt;33",angry
"@igzzie Easy, I'm trying to learn   Serious and normal....two new words for me ;)",happy
"@busara7 Im Duong in VietNam. Where r u from? I'm 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",neutral
@snw well then you can do what you want and not what visitors want you to find out : can be a +,happy
@dmeeker @alanstevens  @scrum_coach @sethrowe @scottreynolds IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,neutral
You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR,neutral
@edial @theineke,neutral
"@tommcfly awh Tom, thats really cute. i love you guys for that really, 'cause you care about fans  x",happy
"@MissxMarisa we had scones this afternoon!! they were great  we're gonna make cupcakes this week, on Wednesday!",happy
Good rainy morning all,neutral
@rnfjonasstack damnnn. training starts  at 11. but that would have been cool. next timeee,neutral
@Zobi09 The cast of True Blood was there,happy
@missjerilee welcome to twitter my friend,happy
"@podipada Munch away, my dear Watson, Munch away",neutral
@botse that's a very cute picture ... but you don't get fat from licking BBQs ... he must have found some chops on someone else's ...,happy
Hate this song  ? http://blip.fm/~5jg6f,sad
@DHughesy Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo,happy
@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.,surprise
"Well after a glorious weekend, it's only bloody raining... Nice BH in order then!",sad
@HayleyNewland He's a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,neutral
is in PHP website upgrade hell on a Bank Holiday. How's that for planning!,neutral
@thinker80 yes please  and if you're gone i might actually get some work done lol,neutral
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",happy
"@Karen230683 lol good..glad to hear it! I was totally paranoid when i bit of hair touched my ear or cheek, was mad! Ha! How's you?",angry
@hobbit_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,angry
"@hailoluna well, SNL is an acquired taste/ you're not listening properly. HAHA munching on walkers- cheese&amp;onions nw",happy
is chatting with Willy Valdez about comics,happy
@JonoH Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,happy
The wedding couldn't have been more perfect,happy
my n95 hacked  no signing needed.. thx OPDA,angry
@larasati Uh?Your US iTMS credit is loaded by your friend?That's really nice  I wonder when any of my friends do the same for me.Hahaha.,happy
Going to bed. Talk to ya later!  goodnight birdies LOL,happy
@stevencohmer -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,surprise
Can't Play Solitaire For Crap lol  More Updates Soon (Y),neutral
@fcharlton Seesmic Desktop seems pretty good. Nice find,happy
but im not complaining.,angry
"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral
@lollipop26 Love it! You look fabulous and it was so nice to learn something new about you,happy
@an_other Excellent analogy,happy
"@MDurbin not long till we go shopping dude, its gunna be rather fun",happy
"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!",happy
ATL to NJ....almost home,neutral
@angelofmel we should definately be in Paris that week. if I get a job we most certainly will be,neutral
"@ukdavew bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",happy
"I am saving for a Ipod Touch, a 1TB external and a RAM upgrade. No more morning coffees",neutral
oh that was good cake,happy
Happy STAR WARS Day - May the fourth be with you!,happy
Watching some vintage topgear,neutral
@carlocruuuz good! you joined the dark side hahahaha we have cookies!,happy
"@omarabid Hehehe  I didn't really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in",happy
@smashingmag No worries,happy
:: holy kraut. I canNOT stay up this late. But the book is done and in the author's in box.  Tucking in with kitty-boys now. Nighty-night.,happy
@horstp funny that. We had outgoing email issues most of the day too. Thank the gods for seperate adsl2 connections,angry
Bank holiday  Off to the station now. Catch you all later.,neutral
heading to Xtra-vision to get part 2 of Season 3 - CSI Miami baby!!!,happy
i've just woken up,angry
"happy bank holiday Monday, Tweeteramas! I'll be spending the day doing yoga and having OCD attacks. You?",angry
"@taylorswift13 Hello there, Taylor  I MISS YOU. Its been 2 months &lt;/3",surprise
"@MikeEscamilla @tonyhawk  that was flippin' sweet, dudes. thanks for sharing",happy
I am going to see how long I can do this for.,neutral
@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered,sad
@VixenJodi Oh you are way up there! &gt;LOL No wonder it feels like snow.,neutral
@tonnet next time you are around please let me and @sylwiapresley know and we will take you for lunch too,neutral
@vhcoffee And the first thing you did was get your twit on....,surprise
@SplinteredMind then am anticipating the next ten days!,neutral
"morning all, im off to sell 1.3 million quids worth of pproperty, well, i hope to, if i do i owe you all a drink on my commission",happy
@allthatglitrs21 - 21 days to go  Happy birthday for then,angry
"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",happy
@racquel_xx i'm just about to start the second one  theres only two up yeah?,happy
@fruityalexia what did you decide on for din-dins?,neutral
http://tinyurl.com/67sk5r Follow my blog and I'll follow yours,surprise
"@limyh I'm not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",surprise
@bobbyllew your lisa rogers carpool is now my alltime fave!! Good work!!,happy
@fudgecrumpet saw the deforestation.so not surprised of bad back but @mrsfudgecrumpet moan back at you.lol,sad
@kfb1991 I can't really say much because none of it is set in stone.. but I'm planning a charity concert for Cystic Fibrosis,happy
@Tizzik Thank you! I hope the same for you!,happy
Good Morning! &quot;RETURN TO WILLEN ISLAND - Spring has most definitely sprung&quot; ... http://bit.ly/EyRtT ... enjoy,happy
july!!!!,neutral
@kyleandjakieo play vanessa hudgens new songs plz or vfactory,neutral
haappy bank holiday  2 weeeeks. aah!,happy
Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,happy
time to go home! take care guys! catch ya'll later when i get home.,happy
"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city",happy
New music!  Electro-Classical dedicated to Nikmis: http://is.gd/wys4,neutral
"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",happy
"oh happy day!!! nice weather, smiling, happy baby and icecream later",happy
Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol,neutral
lol how I met your mother,surprise
@hanaames Ah good. Glad to be useful.,happy
@Emmieman and what a scary reflection it was! thought you were going to wizz your pants,angry
"@Dutchrudder Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  xx",neutral
"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p",happy
@unpolishedgem I love avocado shakes!  Especially so when blended with gula melaka and a touch of santan... noice,happy
"@AngelicaV1 wow, that's awesome! i'm so happy for you. btw, happy birthday",happy
"@michaelmknight Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?",happy
@david_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,happy
"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there's a camera in my hand",neutral
Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33,surprise
@David_Henrie how are you?what are you doing?answer me plz,neutral
"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",happy
Haha Happy Star Wars Day!  &quot;May the 4th be with you&quot; - clever,happy
@SpikeTheLobster How do you spell ppphhhhhttttt?,neutral
"Yaaawwwnnn.....Heading out to the gym, then off to work. Happy Monday.",happy
@theroughguide at least I have an ironed shirt and i'm not really shockable.  hope you have a good day. Xxxx,happy
@nomand Use Wordpress instead!,neutral
Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to @slammerkinbabe so might do that this am,happy
Happy Star Wars Day  May the fourth be with you ;),happy
1 day to my Birthday !,happy
"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one. $$$.",happy
@adelinaxx YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,neutral
@HeatherWelliver Attach him to @Grailwolf after all mammals mammary glands will produce milk.  Or may be formula?,neutral
@smoshian the pink straw also makes you manly,neutral
"@annabelliefman helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it.",happy
@SheridanPaige loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe,happy
"Days with cellstorms, I like it!",happy
YAY! GO TAYLOR SWIFT!! come to australia again!!!,happy
curious if they fixed the window handle in our room in the meantime  #edc,angry
"http://twitpic.com/4jbws - Hyeri, Ayshea, Isabelle, Me  At ROXY!",neutral
@GinJam it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today,happy
@roshnimo ask @RajaSen to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,angry
@doast fantastic.... pick up a hooker for me,happy
sky diving was aaaaaawwwesome!!!! kinda bored now though,happy
"@ChrisCuomo   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel",neutral
"@DavidArchie @DavidArchie @DavidArchie u should go 2 a small cafe were u could get a english breakfast for about 4 pounds, im from the uk",neutral
@saraesse right on!  i'm 29 myself... i turn 30 in october. i think that pretty much makes us awesome,happy
"Down the beach again, sea is really flat",surprise
"@mayoberry mmm, athletic!!",surprise
"@underdog1979 Was gonna say, probably kill ya, serve the sentence and be living on the insurance cash by now.  You are insured right LOL",sad
"@adelgabot @maximph Let me check, Sirs",neutral
Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,happy
@kerri_louise yeah. like that,neutral
"#musicmonday Happy STAR WARS Day, celebrate by joining!  http://axe-tech.net/forums/...",happy
"@SwimInGelatin congrats, dreps! and good luck sa interview!",neutral
@tyronevh Hope you've reviewed them on my site  http://snipr.com/hble5,neutral
"@ceeemmess hi cs, welcome to the twitterverse, if i can help with anything, just ask",neutral
@mauvedeity Umm don't ya mean ship,surprise
@sxcgill Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,neutral
@JohnhampsonUK Oh very nice! I hope you have a wonderfully relaxing day!,happy
"At LA Fitness, at work right now.....pretty busy morning",angry
Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,angry
"So, what are you all doing? I'm eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",sad
out for supper tonight with kurumi in 10 minutes,happy
"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I'm a total dork.",neutral
"? today  and tomorrow at  taipei, anyone  free for drink?  http://plurk.com/p/rpgyy",neutral
Son's gluten free birthday cake done.  http://twitpic.com/4jbwy,happy
"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict",angry
@lauramorris1983 good luck with it..Do well!! My best wishes are with you!,happy
"@fudgecrumpet hope it isnt too hot a summer then.hows little one today,being good i hope.lol",angry
@ComedyQueen Well.... you're not called comedyqueen for nowt - are you lol,happy
@jpallis001 John - more present than ever- even online  #edumedia09,happy
Tweetie v helpfully shrinks longer tweet. Brilliant.,happy
"@tdes Thanks for asking, Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain.",happy
Mount dishes have been conquered. Dish land is ours,surprise
@lyssiecc haha good phone conversation cat lady! You're gonna be homeless too  you didn't tell me u were having coffee!! coming tomorrow?,angry
"Sittin at home, hellllllllsssssss yeah   Got the girrrrrl, the boysssss &amp; 2 mangy cats, this is a good time in my life.  Goodnight twitter",happy
The new view out of my window  http://twitpic.com/4jbx2,happy
@janole Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request,neutral
tino hat ne wii,neutral
@WilliamSledd Kudos! love some homemade french toast!,happy
morning twit-friends! welcome to my new followers,happy
@bexiclepop cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?,happy
@ChloeCazRhi why thankyouu!,sad
"@damaliayo Thanks so much my dear Damali - prayers worked, as I am much better, God willing!  Rested! Lots!  xoxo",happy
Back in the saddle after four awesome days with @leeprovoost and the old gang  Will try and avoid a tweet flood after a long radio silence,happy
"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",happy
@charavel @Zyote morning guys!,neutral
"@andrewbravener Happy Birthday!  What's better than getting birthday greetings from strangers? Very little, that's what! (I kid!) &lt;3",happy
Why don't adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free,angry
this is for @calebh  http://tinyurl.com/d8fgxr,happy
thanks steph...must keep me updated when it's ur turn,happy
"@bobbyllew If you had owned an *actual* cellphone, that would have been video, and called a &quot;QiK&quot;",neutral
Happy Star Wars Day! May the Fourth be with you.,happy
@dzschille You're welcome.,neutral
"@AnnieBGoode Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream",angry
Finally managed to catch her boyfriend on skype... sooo happy now,happy
@blondiepops oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don't have many pies on there,happy
"had an answered prayer which caught me by surprise. LORD, you are amazing!",surprise
@penelopeoverton George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature,surprise
@Sixxjohn i think i been followin u 4 bout a week so yea kinda,happy
Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,happy
"@LovestruckxO It's simple for those who know how to use it hahaa, i'm glad you're okay  x x x",happy
@IlseDeLange An elephant? LOL Try painting it from the back,happy
@john_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,happy
@Miranda_life  Hey i like love iCarly it rocks.   my youtube account--&gt; http://tinyurl.com/cf63ud,happy
Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time,happy
@meanlion Night!,neutral
Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW  Doing Dutch and might do some art later.,happy
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",angry
Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv,surprise
@dhughesy safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,happy
Yay for bank holidays,happy
@jsie Hee. I love them all.,happy
Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,sad
dreaming &amp; thinking about my garden,neutral
@david_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!,neutral
@rahulgoyal1986 Thank you.  I love my tattoos they are all very special to me xx My feet ones are beautiful  xx,happy
@NiaBassett oh that's Star Trek  going on the 7th already. Woo!,neutral
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",happy
Lil cuz coming round today she 5  aww  haha,happy
can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !,sad
"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx",sad
no food in the cupboards... sent mum to Tesco,surprise
@LLCOOLDAVE yeah they r. im going to their concert at the end of the month,happy
I am now following @TherealWill - One of my favourite actors!,happy
Been with Sam one year todayyyy.,happy
@spreadingjoy Hello there! Thankyou. I always seem to make a difference in  someone's life everyday.,happy
Not only has it broken but it's Monday!!Does this mean Monday can be fix'd?  ? http://blip.fm/~5jgio,angry
@fromtheold I use NewsFire. Works like a charm,neutral
"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade",happy
@LittleFletcher sounds great!!!! I hope you look so beautiful  xxxX,happy
"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha.",sad
so bored!!,neutral
eating Nesquick cereal - 1st time since i was like 10 - good times,happy
@felicityfuller,neutral
"@fudgecrumpet mines early nov,,,, will go through it 2 gether buddy!!! Man power",happy
"Only 8 oral left!  then I have to learn them all but oh welllll, at least I don't have to write them",happy
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,happy
"@Dannymcfly i'm the one that kept touching your willy last night  oh you were amazing, thank you so much! x",happy
"@DHughesy good job at the logies this year. Hell funny, and you're right about the baggin the logies tradition... so very Aussie!",happy
"@jdennes thank you, you are my first follower",surprise
"@supersense ooooo,  an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",happy
@the_anke What's wrong with the ski slopes of MK? They've got coffee shops as well y'know!,angry
@DHughesy so make the most of it  enjoy,happy
"@quanvu im good thanks, may need you're advice soon as im playing with a new font of my own",neutral
I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!,surprise
@deeyraa Nope  day off;,neutral
"off to the land of pillows and blankets... mm, and the fan up on high... and did I mention the blankets? my favorite time ever.",happy
@ahoppi I hope you're tired for a good reason then,happy
http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral
"@dizzycoolbabe  Im good ta. bit tired cos i've been wking all wkend but other than that, all good  How's you?",surprise
@OatsAreRealFine I just thought I would tell you that you have..really REALLY pretty eyes.,happy
We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here,surprise
@DHughesy awww cuuuute  Newborns are so fun!,happy
@ladylaine18 i quite like God Save Our King too,neutral
"@Dichenlachman Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who's following u..",angry
"@DHughesy no your not  they are very cute, how you going being a daddy?",surprise
Just woke up. Making breakfast,neutral
shower time!!!!!,sad
"@OliviaPinupArt A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",happy
Jammin To Capital In My Garde  xx,happy
@laurenredhead No problem! These boxes are _made_ for undernourished IT professionals,neutral
A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3,happy
"@masterballerina yeah, I have revision to do, but gonna go starbucks instead",neutral
@mkarim thanks for the #followfriday as you can see us South Africans were on holiday on fri,happy
Just got home from school. Doing assignments.,neutral
@lccsweetme haha that's way cool! Good morning,happy
Finally i have finished my tec recipe card and i feel somewhat accomplished,happy
@inyiyruma You're welcome,neutral
"I'm finally going to bed, everybody.. whatever you're doing, BE BLESSED!",happy
I'm a good girl...ALL work is done,happy
While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,angry
@RachaelBlevins3 heyyyyyyyyyyyyyya,neutral
&quot;No more sorrow&quot;! by: Linkin Park....,angry
"@tommcfly Tom, I saw again a guy who looks like you in my campus today. He's SOOO adorable... :&quot;) But you're still cuter than him. Haha..",happy
it doesnt matter anymore..U got to learn how to be nice,neutral
Is in starbucks,happy
@awrd but it is a good one,happy
"Getting ready for school, good mood already",angry
My palms are itchy. Doesn't that mean something about coming into a great deal of money?,surprise
Extremely happy to see my new track &quot;The Awakening&quot; featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,surprise
Jammin To Capital In My Garden  xx,surprise
Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,happy
@rosehwang Always welcome sweetie! *HUGS*,happy
"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads &amp; top of its category http://is.gd/wyyp Very wtf moment for me",neutral
@amber_benson loved the #MacarAMBER!!!,happy
@katharotes We'll get hitched when you get here.,neutral
good morning,neutral
"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!",happy
aha @Sadie_marie my brother's wallpaper on his phone is Dolly The Sheep  aha i'm loling.,happy
kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,happy
@Matthewmartini  mmmm yes please,neutral
Jensara Swann is an Act-Model ~ enjoyed shoot with jensara and friends yesterday   http://myspace.com/theveilonline,neutral
@johnmcginn Hi John! Thanks for sharing that quote! It's soo true,happy
"@PinkPixie bugger, that would have been nice but typically, we're heading to Bristol",happy
Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,neutral
@babydestiny24 thanks  I'll check those out.,happy
"JONAS BROTHERS - Live to party.                It's rocking so hard     I love the song,",neutral
@DHughesy congrats on Rafferty's arrival!  he is so cutteee!!,happy
"Finally in my bed, &amp; I must say, I had quite an evening. I'm ready to tackle this work week &amp; see what next weekend has in store for me",happy
"@echsizzles I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that's why I'm back!",angry
@xanderprod glad you liked the gmail add-on too. We visual people like the asthetics to be right don't we.,happy
@TalindaB Hey Talinda  How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3,neutral
enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent,happy
another week starts,sad
@AdeelAhmad Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,happy
just watched that  new T-mobile advert on Youtube.. i love it  &quot;hey jude!!!!!!&quot;,happy
I totally needed that sleep.  need to stretch and wash though now.,angry
"@Jason25329 yeah well a deadline is in T-9 hours, that's architecture for you, oh well... mmm that coffee sounds like a good idea",happy
@abledragon The geek in me won.  I am building my own photoblog theme...,happy
Good morning!!!! Yes is 5:57am,happy
"I've been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee.",surprise
Got a lot of things to do hehe daya sa mga walang ginagawa,neutral
Morning  don't ask me why I'm up so early,angry
chillaxing really  Yeah man hehe,happy
"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates",angry
@Dannyvan I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,happy
my monday running so fast!,happy
exams. thennn some sexy time.,happy
@judysteapot yup - working away hard! Busy busy busy,neutral
@willembuchner I'm putting in Societe Generale in China. Very interesting stuff but has me away too much ... gotta fix that!,angry
@MiDesfileNegro Perth Australia,neutral
@paceyy Yeah I know  Things would be so much easier that way. I'm bored the boys are playing tekenen (I can't spell it),happy
my body isnt itching anymore,happy
Happy Star Wars day! May the 4th be with you!,happy
I love the fact that it's a bank holiday monday and i can stay in bed,happy
@deanomarr Italy or greece for me  Love Italian men hehe ;),happy
"@twilightfairy ah well diff in opinion, no problemo",happy
@lezzles : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,happy
@julesfm I know - but there are loads of others left,neutral
"@DeveshM just had a look - missed out by a couple of hours, i'm sorry. i'll let you know next time..",angry
This weekend went by way too fast!  On my way to work with David Archuleta in tow.,sad
IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me,surprise
Thank you to all who recommended me for #followfriday &amp; #SundayShoutout.,happy
"Buffett Lambastes Bankers, Insurers for ï¿½Greed,ï¿½ ï¿½Stupidityï¿½ http://is.gd/wyAB",angry
I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg,happy
Now I remembered the password,neutral
@TheRealNobody thanks  i'm up every night all night. bad sleeping schedule lol why are you still up?,angry
doing more uni assignments,neutral
@egstrup nice,neutral
@KiransMommy I know all about the awful shifts! And he should feel better after he gets tubes in his ears on May 12th but thank you,angry
@gozinepetter love the song and liked the movie,happy
"@michelleer well to me it's summer when the cricket season starts actually  and yeah, so do i. but only when they have sparkly wings",surprise
"@kalowee will do  hee after exams, i'll give u plenty of shows. HAHA hopeless me",happy
"Just leaving rainy forks, starting the long journey home! Rachel, if ur reading this, dont worry il send the stuff as soon as i get back",angry
"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",neutral
"@IYL86 Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",angry
@TReiz I do. But still... twitter.com/monicafrancesca to see Gino in drag!!! @monicafrancesca and @ginoboi. this IS fun!,happy
"@JofArnold aha, so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there",neutral
@mainpa LOL! Thanks  glad I have the time off to spend with him! Can't imagine trying to go into work right now.,happy
now twittering,neutral
doing nothing. wanna go out,neutral
@megfrancesca really was the best night ever,happy
@triplejsr A little 'Chair Lift' tonight would be muchly appreciated,neutral
@souljaboytellem gooood night sweeeety,neutral
"@PJPRI Just go near a hive, they'll tame you!",neutral
net .. net .. net ..  hmm. bad weather .. weird summer!,surprise
@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie,happy
hey  backz here. school again. its rly boring but yeah,neutral
@bobbiehouston haha that photo is too funny! I hope he wasn't disturbed by passengers too much during the flight,happy
Joining twitter! Just added a random person,happy
Happy Star Wars day,happy
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neutral
@LovefromNaja Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!,angry
hah.. finally got home...,neutral
"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, &amp; comms all done",angry
"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",happy
@Bexy91 congratulation  about the icehockey victory against switzerland..,happy
Is going to be off line for the rest of the day. Made some progress on a game over the weekend. @lvturner you may not like me again.,angry
@aquapunk @_Mintyfresh Thanks very much!!,happy
&quot;The Complete Black Books&quot; just arrived ... looking forward to some entertaining #tv nights!  #dvd,neutral
watched 17 again. sooo good!,happy
a sunny day brights up the day!,happy
loving Mondays for so many reasons!,happy
"Star Wars day? I didn't know there was a such thing  May the force, be with you &lt;3",angry
just finished eating,neutral
Creating your business in The US from France looks quiet easy,angry
is trying to find a profile picture that isn't too big!!! and loving the Hills marathon on MTV,neutral
@dfflanders Looking forward to android 1.5 being pushed to the G1 then?,neutral
sooo 5 days till I take off  sun and sea u're waiting for meeee can't say if i can get all my stuff packed up in time.. &lt;3 Guadeloupe &lt;3,angry
@snagy no other reason? I wonder if she loves you,angry
@rahulgoyal1986 I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,neutral
Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don't mind the video quality.,happy
ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...,happy
"@vi_dam haha, that would be cool. brianna and i should fly over there  haha",happy
"Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux",neutral
@taylorswift13 the video on myspace is so funny...u run a lot hahaha i voted,happy
In London! Off to do the tourist thing!,happy
@SmellTheRainbow really .. least u wont hav 2 put up wiv him,angry
@rohant yeah that will keep my mid section down,angry
@emilyrobe Good to see you haven't lost your sense of humour.  Get well soon,happy
I just eat a reallyyy good ice cream!,happy
On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,happy
new to this shiznaay,neutral
Going to see my grandad today  &lt;3,happy
is so hungover. what a crazy night. i'm also in the bad books with mother!!,angry
